,Company Name,Continent,Country,Visit ID,Visitor ID,Channel Group,Channel Medium,User Identification,Visit Date,Visit Start Time,Time on Site,Visits,Hits,Page Views,Event_buttonclick,Downloads,Video Views,Web Pages
4564,Erickson Inc,EU,Gibraltar,4360598006,30617163974662,Paid Search,Google,IP Address,2023-02-15,12:38:26,84,1,2,1,1,0,0,fakepage.co.uk/aboutus
4565,Wright Group,AS,China,0575603079,61159722165639,Direct,None,Known Visitior,2023-06-30,09:19:17,108,3,5,1,4,0,0,fakepage.co.uk/products
4566,Cervantes-Cook,AS,Armenia,7658845721,75291941528419,Paid Search,Google,IP Address,2023-01-15,21:12:17,109,1,2,1,1,0,0,fakepage.co.uk/products
4567,Davis-Franklin,EU,Malta,1473486814,23614019491191,Organic Search,Google,Known Visitior,2023-06-04,00:58:29,93,2,4,1,3,0,0,fakepage.co.uk/main
4568,Hampton-Berry,EU,Ireland,4994782664,56448107016736,Direct,None,IP Address,2023-08-14,01:42:17,62,1,2,1,1,0,0,fakepage.co.uk/main
4569,Jones-Cooper,EU,Guernsey,1978579860,80740684797587,Referral,Partner-site,IP Address,2023-11-27,15:58:07,106,1,2,1,1,0,0,fakepage.co.uk/products
4570,Cunningham-Harrington,NA,"Bonaire, Sint Eustatius and Saba",2809395680,68135594867178,Paid Search,Google,IP Address,2023-03-24,02:25:45,17,1,2,1,1,0,0,fakepage.co.uk/boom
4571,Richardson and Sons,AS,Singapore,7060828484,86177507197601,Paid Search,Google,IP Address,2023-08-16,03:32:16,30,1,2,1,1,0,0,fakepage.co.uk/main
4572,"Chavez, Mccarthy and Hernandez",EU,Italy,9134134798,76757104786319,Paid Search,Google,Known Visitior,2023-06-27,21:25:38,64,7,14,7,7,0,0,fakepage.co.uk/products
4573,"Kramer, Scott and Russell",AS,"Korea, Republic of",8954314870,33109676439617,Organic Search,Google,IP Address,2023-07-15,05:01:42,88,1,2,1,1,0,0,fakepage.co.uk/main
4574,,EU,Liechtenstein,7574351631,89333099606321,Paid Search,Google,IP Address,2023-05-17,08:28:35,37,1,2,1,1,0,0,fakepage.co.uk/main
4575,"Long, Reynolds and Kelley",EU,Monaco,8012255745,24583452568087,Paid Search,Google,Known Visitior,2023-11-18,02:51:11,33,2,3,1,2,0,0,fakepage.co.uk/products
4576,"Ford, Burns and Rodriguez",EU,Ukraine,9079547763,78672147630935,Email,Newsletter,IP Address,2023-06-08,12:00:06,66,1,2,1,1,0,0,fakepage.co.uk/products
4577,Keller Group,EU,Czechia,3030380869,40353412763309,Direct,None,IP Address,2023-10-02,10:23:22,116,1,2,1,1,0,0,fakepage.co.uk/products
4578,"Williams, Bell and Brown",NA,"Virgin Islands, U.S.",6284121177,34017287182890,Organic Social,LinkedIn,IP Address,2023-01-14,20:18:20,76,1,2,1,1,0,0,fakepage.co.uk/main
4579,,EU,Åland Islands,9744363247,36901574395604,Paid Search,Google,Known Visitior,2023-02-09,18:51:23,15,2,4,1,2,1,0,fakepage.co.uk/main
4580,,NA,El Salvador,5454546542,40936319221050,Paid Search,Google,IP Address,2023-04-16,18:39:02,15,1,2,1,1,0,0,fakepage.co.uk/products
4581,"Taylor, Lee and Ortiz",EU,Poland,0574018058,86413445004758,Email,Newsletter,Known Visitior,2023-08-09,07:17:23,75,2,4,1,2,1,0,fakepage.co.uk/products
4582,,EU,Bulgaria,5246285300,46378736076228,Organic Search,Google,Known Visitior,2023-03-31,19:12:02,97,3,4,1,2,1,0,fakepage.co.uk/main
4583,Friedman LLC,EU,Estonia,1042378020,74515867386151,Direct,None,IP Address,2023-02-21,06:54:53,208,1,2,1,1,0,0,fakepage.co.uk/products
4584,"Berry, Castillo and Cook",NA,Dominican Republic,7416113805,99397878501895,Paid Search,Google,IP Address,2023-10-08,18:36:06,58,1,2,1,1,0,0,fakepage.co.uk/products
4585,,EU,Norway,6805757118,09879484096769,Paid Search,Google,Known Visitior,2023-09-04,09:14:12,15,2,4,1,3,0,0,fakepage.co.uk/main
4586,,AS,Cocos (Keeling) Islands,5115796518,22183662296364,Organic Search,Google,Known Visitior,2023-06-14,07:36:25,64,14,26,12,10,1,1,fakepage.co.uk/main
4587,Walters-Lewis,NA,Bahamas,6781151080,25076419567168,Organic Search,Google,Marketo,2023-07-11,14:18:54,41,3,6,1,2,1,1,fakepage.co.uk/main
4588,,EU,Belarus,6091328108,62193518029467,Organic Search,Google,Known Visitior,2023-03-18,12:31:16,39,4,6,1,4,1,0,fakepage.co.uk/products
4589,"Dudley, Keller and Sawyer",NA,Montserrat,0185405604,42541238190947,Email,Newsletter,IP Address,2023-11-30,09:17:25,99,1,2,1,1,0,0,fakepage.co.uk/products
4590,"Sanchez, Alvarez and White",NA,Greenland,6858339721,60384721145347,Direct,None,IP Address,2023-11-16,10:53:54,89,1,2,1,1,0,0,fakepage.co.uk/main
4591,,EU,Iceland,5371699668,82523337617535,Paid Search,Google,Known Visitior,2023-03-23,13:20:44,174,2,3,1,2,0,0,fakepage.co.uk/main
4592,,NA,Martinique,6261289480,03573967313417,Direct,None,Known Visitior,2023-06-25,13:02:52,15,2,3,1,2,0,0,fakepage.co.uk/products
4593,Pope PLC,EU,Malta,8295300292,70001003748774,Referral,Partner-site,Known Visitior,2023-02-22,01:53:37,15,4,7,1,5,1,0,fakepage.co.uk/main
4594,"Wiley, Frazier and Scott",EU,Russian Federation,9920338041,63794785307913,Paid Search,Google,IP Address,2023-04-03,06:35:54,80,1,2,1,1,0,0,fakepage.co.uk/main
4595,,EU,Guernsey,7599782449,55757144832151,Direct,None,IP Address,2023-06-22,13:50:21,102,1,2,1,1,0,0,fakepage.co.uk/boom
4596,Dyer Group,NA,Montserrat,0050784339,94360501821620,Direct,None,Known Visitior,2023-02-28,03:17:04,139,59,115,7,25,3,2,fakepage.co.uk/products
4597,,NA,Cuba,3458772382,69432252120660,Organic Search,Google,Known Visitior,2023-09-24,02:52:02,79,2,4,1,2,1,0,fakepage.co.uk/products
4598,"Williams, Peters and Booker",EU,Guernsey,6862291413,99071766215816,Organic Search,Google,Known Visitior,2023-07-13,21:14:20,56,3,6,1,3,1,1,fakepage.co.uk/aboutus
4599,Collins-Parker,AS,Pakistan,9571793834,27000157321541,Paid Search,Google,Marketo,2023-03-10,19:11:41,82,80,134,13,22,1,3,fakepage.co.uk/aboutus
4600,Campbell Inc,AS,Syrian Arab Republic,0814601329,74149854412418,Paid Search,Google,Known Visitior,2023-08-24,14:38:29,56,3,4,1,2,1,0,fakepage.co.uk/main
4601,"Rose, Jacobs and Ross",EU,Guernsey,4259988927,12794564741226,Organic Search,Google,IP Address,2023-12-04,07:20:34,25,1,2,1,1,0,0,fakepage.co.uk/main
4602,Martin Group,EU,Serbia,8306759817,85915527667892,Direct,None,Known Visitior,2023-06-15,16:03:59,117,3,4,1,2,1,0,fakepage.co.uk/main
4603,Dunn-Buck,EU,Svalbard and Jan Mayen,5150254740,02932178454158,Organic Search,Bing,IP Address,2023-06-24,09:09:32,127,1,2,1,1,0,0,fakepage.co.uk/main
4604,"Mathews, Pham and Martin",NA,"Bonaire, Sint Eustatius and Saba",8793562788,54924411485487,Email,Newsletter,IP Address,2023-07-06,02:36:39,120,1,2,1,1,0,0,fakepage.co.uk/products
4605,"Stephens, Jones and Evans",EU,Ireland,9607417221,39998366699485,Email,Targeted Ad,Marketo,2023-04-17,09:23:34,151,5,8,1,2,3,2,fakepage.co.uk/products
4606,Reynolds Ltd,EU,Croatia,8915543795,92851950343105,Direct,None,Known Visitior,2023-03-30,23:20:54,85,5,9,1,5,3,0,fakepage.co.uk/products
4607,Holmes-Pruitt,AS,Japan,5734346023,27302518846645,Organic Search,Bing,IP Address,2023-07-11,03:51:28,123,1,2,1,1,0,0,fakepage.co.uk/products
4608,"Taylor, Schneider and Williams",AS,Malaysia,1884139910,04663353144651,Paid Search,Google,IP Address,2023-02-04,04:01:45,184,1,2,1,1,0,0,fakepage.co.uk/main
4609,,EU,Luxembourg,5120030228,55063031769640,Paid Search,Google,IP Address,2023-08-16,20:42:27,101,1,2,1,1,0,0,fakepage.co.uk/boom
4610,"Bryant, Sanders and Smith",EU,Estonia,9775638684,56420805591802,Organic Social,Instagram,Known Visitior,2023-06-16,16:54:44,70,2,4,1,3,0,0,fakepage.co.uk/aboutus
4611,Thomas PLC,EU,Austria,3366094073,79157359436041,Paid Search,Bing,IP Address,2023-02-27,17:04:28,129,1,2,1,1,0,0,fakepage.co.uk/main
4612,Garcia LLC,NA,Bermuda,3312623803,86993799205183,Paid Search,Google,IP Address,2023-04-13,05:33:38,15,1,2,1,1,0,0,fakepage.co.uk/main
4613,"Kerr, Guerrero and Williams",NA,Turks and Caicos Islands,3260504811,81556149243489,Paid Search,Google,Known Visitior,2023-08-14,21:44:26,26,17,21,7,13,1,0,fakepage.co.uk/main
4614,,NA,Trinidad and Tobago,4212328135,53273272689215,Referral,Partner-site,Known Visitior,2023-01-30,17:13:39,104,4,5,1,2,1,1,fakepage.co.uk/aboutus
4615,Hines-Campos,NA,Jamaica,0138340213,95430440279077,Paid Search,Google,IP Address,2023-01-08,16:28:19,106,1,2,1,1,0,0,fakepage.co.uk/boom
4616,Kirby-Miller,EU,Poland,7504873965,22400909593959,Organic Search,Google,Known Visitior,2023-05-08,15:26:35,27,4,8,1,3,3,1,fakepage.co.uk/aboutus
4617,Rodgers-Richardson,NA,Guadeloupe,9854405468,98869400616807,Paid Search,Google,Known Visitior,2023-01-17,19:36:22,26,12,21,5,11,1,3,fakepage.co.uk/products
4618,"Trevino, Hanna and Dominguez",NA,Haiti,5260449094,85929832011748,Organic Social,Facebook,IP Address,2023-11-14,18:33:01,15,1,2,1,1,0,0,fakepage.co.uk/main
4619,"Smith, Fernandez and Payne",EU,Italy,5468354787,25748431290126,Direct,None,Known Visitior,2023-11-21,11:19:47,125,16,17,2,13,1,1,fakepage.co.uk/products
4620,,EU,Malta,1102556832,76230086224033,Direct,None,Known Visitior,2023-07-15,21:14:23,74,2,3,1,2,0,0,fakepage.co.uk/main
4621,,EU,Lithuania,8424158362,03416518161913,Paid Search,Google,Known Visitior,2023-02-09,18:06:40,107,4,7,1,2,3,1,fakepage.co.uk/main
4622,Moore-Munoz,AS,Viet Nam,7824419503,22333433008614,Paid Search,Google,Known Visitior,2023-06-16,02:51:02,36,2,4,1,2,1,0,fakepage.co.uk/products
4623,Kelley Ltd,EU,Luxembourg,1526058316,29528538661742,Paid Search,Bing,Known Visitior,2023-03-28,04:28:33,95,10,11,2,2,3,3,fakepage.co.uk/aboutus
4624,,NA,Trinidad and Tobago,8628534212,10581030699039,Organic Search,Google,Known Visitior,2023-02-07,17:56:32,61,2,4,1,2,1,0,fakepage.co.uk/products
4625,"Rice, Mathews and Key",NA,Honduras,6601269688,15672645666755,Organic Search,Bing,Known Visitior,2023-03-18,03:05:37,71,57,87,4,12,1,1,fakepage.co.uk/main
4626,"Perez, Martin and Jones",EU,United Kingdom,1350189779,56086469932887,Organic Search,Bing,Marketo,2023-12-09,17:58:27,15,19,27,5,12,1,3,fakepage.co.uk/aboutus
4627,Johnson-Kennedy,EU,Denmark,4261926686,39201782163254,Paid Search,Bing,Known Visitior,2023-04-05,05:39:27,131,65,103,10,29,1,1,fakepage.co.uk/main
4628,,EU,Serbia,0279676339,61613533081686,Email,Promo-Campaign,IP Address,2023-12-25,03:54:50,115,1,2,1,1,0,0,fakepage.co.uk/products
4629,Ortega Inc,AS,Macao,9786583742,60900045705979,Direct,None,IP Address,2023-01-07,13:32:48,110,1,2,1,1,0,0,fakepage.co.uk/main
4630,Cardenas and Sons,EU,Czechia,2419575544,43709697468757,Organic Search,Google,IP Address,2023-02-19,20:22:18,30,1,2,1,1,0,0,fakepage.co.uk/products
4631,"Abbott, Villegas and Thomas",EU,Ukraine,7341739673,33828354927450,Organic Search,Google,IP Address,2023-04-17,02:43:57,118,1,2,1,1,0,0,fakepage.co.uk/aboutus
4632,,NA,El Salvador,2834505535,21421033821131,Organic Search,Bing,IP Address,2023-02-24,05:45:27,117,1,2,1,1,0,0,fakepage.co.uk/products
4633,,EU,Serbia,0508475164,87618831605454,Organic Search,Google,Marketo,2023-12-26,11:23:41,20,7,13,9,3,1,0,fakepage.co.uk/products
4634,Gates-Spence,EU,Netherlands,6641214737,15050157502226,Paid Search,Google,Marketo,2023-12-23,23:29:04,175,2,3,1,2,0,0,fakepage.co.uk/main
4635,"Mason, Morgan and Perez",EU,Bulgaria,4882045166,41478107169503,Paid Search,Google,IP Address,2023-03-01,02:05:55,163,1,2,1,1,0,0,fakepage.co.uk/main
4636,Ramirez Inc,EU,Czechia,3441828538,72389530303899,Organic Search,Google,Known Visitior,2023-01-30,14:32:17,120,3,5,1,3,1,0,fakepage.co.uk/main
4637,"Smith, Smith and Young",EU,Faroe Islands,1717847929,37090594090688,Email,Newsletter,IP Address,2023-05-25,21:34:25,112,1,2,1,1,0,0,fakepage.co.uk/main
4638,,EU,Portugal,8365699440,72063552690332,Paid Search,Google,IP Address,2023-01-28,22:29:25,42,1,2,1,1,0,0,fakepage.co.uk/main
4639,Davis-Adams,EU,Iceland,4867226538,59718238648773,Organic Search,Google,IP Address,2023-04-14,23:49:12,93,1,2,1,1,0,0,fakepage.co.uk/products
4640,Evans Inc,NA,Saint Barthélemy,2789123214,44472208036513,Organic Search,Google,Known Visitior,2023-01-20,21:33:12,101,5,9,1,3,2,1,fakepage.co.uk/aboutus
4641,,EU,Belgium,9192116229,12573342904428,Organic Search,Google,IP Address,2023-03-25,19:55:34,48,1,2,1,1,0,0,fakepage.co.uk/main
4642,Harmon-Thornton,NA,Turks and Caicos Islands,4719362262,22736212922651,Email,Newsletter,IP Address,2023-09-26,10:58:28,36,1,2,1,1,0,0,fakepage.co.uk/products
4643,Gregory-Pittman,EU,Serbia,3557751998,42600501572602,Direct,None,Known Visitior,2023-12-24,01:43:20,19,5,8,1,6,1,0,fakepage.co.uk/products
4644,,EU,North Macedonia,8476492179,54501096583634,Direct,None,Known Visitior,2023-01-17,15:14:43,66,2,4,1,2,1,0,fakepage.co.uk/boom
4645,Brown-Estrada,EU,Andorra,0086594018,94985884548407,Direct,None,IP Address,2023-02-07,20:32:34,88,1,2,1,1,0,0,fakepage.co.uk/main
4646,Rodriguez Ltd,AS,Cocos (Keeling) Islands,8585757308,87160462507690,Direct,None,Known Visitior,2023-04-18,22:59:15,15,12,16,8,4,2,1,fakepage.co.uk/main
4647,"Perry, Sanchez and Kim",NA,Montserrat,0670353324,39513360967680,Organic Search,Google,Known Visitior,2023-04-01,12:38:58,59,5,6,1,2,3,0,fakepage.co.uk/boom
4648,Martin and Sons,EU,Hungary,7428070970,91495439917752,Direct,None,IP Address,2023-05-19,14:26:17,31,1,2,1,1,0,0,fakepage.co.uk/main
4649,"Jones, Stephenson and Mcclure",NA,Saint Pierre and Miquelon,5366784723,20509389560235,Email,Newsletter,Known Visitior,2023-02-15,01:18:50,91,59,99,14,14,1,3,fakepage.co.uk/products
4650,"Turner, Bright and Chapman",EU,Romania,2979047327,26126203394938,Direct,None,IP Address,2023-09-10,06:30:29,48,1,2,1,1,0,0,fakepage.co.uk/main
4651,,EU,Serbia,9777419036,59642012866681,Email,Newsletter,IP Address,2023-02-18,11:06:09,48,1,2,1,1,0,0,fakepage.co.uk/products
4652,Brennan Ltd,EU,Greece,5854804658,16049542113480,Referral,Otherwebsite_placeholder,Marketo,2023-06-29,08:47:50,94,3,6,1,2,3,0,fakepage.co.uk/main
4653,Ross LLC,NA,Greenland,3672954956,19636899374271,Organic Search,Google,IP Address,2023-02-26,03:41:09,58,1,2,1,1,0,0,fakepage.co.uk/main
4654,Cline and Sons,EU,Croatia,3924578804,31752640501372,Email,Newsletter,IP Address,2023-03-26,15:27:03,31,1,2,1,1,0,0,fakepage.co.uk/products
4655,"Spence, Bowen and Smith",NA,Guadeloupe,2333553366,96792525879551,Referral,Otherwebsite_placeholder,IP Address,2023-01-31,22:21:18,98,1,2,1,1,0,0,fakepage.co.uk/boom
4656,,EU,Serbia,3414790016,10973064770791,Organic Search,Google,Known Visitior,2023-05-19,07:35:37,61,22,41,6,27,3,2,fakepage.co.uk/products
4657,"Choi, Alvarado and Koch",NA,Jamaica,8321719945,93468312667536,Paid Search,Google,IP Address,2023-09-22,21:41:39,140,1,2,1,1,0,0,fakepage.co.uk/products
4658,Schroeder-Graves,EU,Poland,7596255372,37549534359603,Paid Search,Google,IP Address,2023-09-19,19:21:12,73,1,2,1,1,0,0,fakepage.co.uk/main
4659,,EU,Faroe Islands,8024388442,88904235332873,Direct,None,IP Address,2023-06-08,03:50:10,20,1,2,1,1,0,0,fakepage.co.uk/main
4660,Mcknight LLC,EU,Norway,9079842117,09318151035442,Direct,None,IP Address,2023-09-12,11:47:27,87,1,2,1,1,0,0,fakepage.co.uk/main
4661,Golden LLC,EU,Greece,9074673314,27627969904319,Paid Search,Google,IP Address,2023-08-02,21:51:54,121,1,2,1,1,0,0,fakepage.co.uk/main
4662,Jones-Schultz,EU,Romania,7539840090,77124329034323,Direct,None,IP Address,2023-04-07,14:21:26,74,1,2,1,1,0,0,fakepage.co.uk/products
4663,,EU,Ireland,8326207398,24839687345929,Referral,Otherwebsite_placeholder,IP Address,2023-09-15,12:49:15,15,1,2,1,1,0,0,fakepage.co.uk/main
4664,Johnson-Hoffman,EU,Ireland,6819742890,76387621171683,Paid Search,Bing,Known Visitior,2023-09-13,08:50:58,15,4,7,1,4,2,0,fakepage.co.uk/products
4665,"Schmidt, Howard and Campbell",EU,Serbia,7315378106,67206330556879,Direct,None,Marketo,2023-04-03,18:46:22,98,2,4,1,2,1,0,fakepage.co.uk/main
4666,"Avila, Thomas and Williams",EU,Bulgaria,7761986087,61192644728017,Organic Search,Google,Known Visitior,2023-02-07,14:51:44,97,2,4,1,3,0,0,fakepage.co.uk/boom
4667,Phillips Group,EU,Malta,5682639995,97880578162162,Paid Search,Google,IP Address,2023-10-16,15:50:38,126,1,2,1,1,0,0,fakepage.co.uk/boom
4668,,EU,Bosnia and Herzegovina,2135939350,78416175888013,Email,Promo-Campaign,Known Visitior,2023-08-23,02:49:54,15,5,6,1,4,1,0,fakepage.co.uk/main
4669,Cruz-Clark,EU,North Macedonia,7903894008,99285510215890,Paid Search,Google,Known Visitior,2023-02-26,01:59:41,63,88,131,12,67,1,4,fakepage.co.uk/main
4670,"Frederick, Sheppard and Gillespie",EU,Monaco,5248263477,00192409081242,Direct,None,Marketo,2023-02-25,22:05:33,15,2,3,1,2,0,0,fakepage.co.uk/products
4671,Campbell PLC,EU,Slovakia,1968832774,61649110254159,Organic Search,Google,Known Visitior,2023-08-21,09:05:43,73,42,55,11,22,3,3,fakepage.co.uk/main
4672,Rodriguez-Nelson,EU,"Moldova, Republic of",8111340544,36934215938263,Direct,None,Known Visitior,2023-05-25,13:29:18,79,31,55,13,42,0,0,fakepage.co.uk/products
4673,,EU,Italy,1063071090,40929823074293,Organic Search,Google,Known Visitior,2023-05-29,21:58:35,73,17,25,4,16,3,2,fakepage.co.uk/products
4674,Mann-Lam,NA,Saint Kitts and Nevis,3472886546,13231948819875,Direct,None,Marketo,2023-10-25,00:16:36,42,62,82,14,66,1,1,fakepage.co.uk/main
4675,Marquez-Santos,EU,Finland,7660347514,09169281191904,Paid Search,Google,IP Address,2023-12-20,11:38:41,90,1,2,1,1,0,0,fakepage.co.uk/main
4676,,NA,Martinique,2936627037,90378807478314,Email,Targeted Ad,IP Address,2023-07-17,10:47:27,15,1,2,1,1,0,0,fakepage.co.uk/products
4677,Clark-Kemp,AS,Qatar,3008372343,65250675100798,Paid Search,Bing,IP Address,2023-02-08,09:20:47,107,1,2,1,1,0,0,fakepage.co.uk/aboutus
4678,,EU,Ireland,0587367501,64026054290236,Paid Search,Google,Marketo,2023-07-11,22:32:44,73,5,8,1,4,1,2,fakepage.co.uk/boom
4679,"Gardner, Short and Davis",EU,Isle of Man,5169917616,01087143174654,Paid Search,Google,IP Address,2023-09-20,15:01:59,153,1,2,1,1,0,0,fakepage.co.uk/products
4680,,NA,Mexico,9381041913,66610256715428,Paid Search,Google,IP Address,2023-11-16,22:18:52,39,1,2,1,1,0,0,fakepage.co.uk/products
4681,,EU,Czechia,9268543740,88890321033830,Direct,None,Known Visitior,2023-12-01,01:43:25,27,2,3,1,2,0,0,fakepage.co.uk/boom
4682,Kelly Group,AS,Macao,5815269847,60975009822231,Direct,None,Known Visitior,2023-04-05,01:33:28,19,3,4,1,2,1,0,fakepage.co.uk/main
4683,Coleman-Newman,EU,France,3196026023,59482219924268,Organic Search,Bing,Known Visitior,2023-08-08,09:38:02,88,35,60,6,33,3,4,fakepage.co.uk/main
4684,,NA,Costa Rica,0118573898,94298342440440,Organic Search,Google,IP Address,2023-01-19,18:32:01,86,1,2,1,1,0,0,fakepage.co.uk/products
4685,,EU,Slovenia,7384268615,93817375645247,Email,Targeted Ad,IP Address,2023-06-01,14:15:14,99,1,2,1,1,0,0,fakepage.co.uk/main
4686,Watson-Smith,NA,Barbados,2678073191,67167125020452,Direct,None,Marketo,2023-08-05,08:00:16,34,2,3,1,2,0,0,fakepage.co.uk/products
4687,,EU,Hungary,0702022991,50632110213304,Organic Search,Google,Known Visitior,2023-06-29,15:49:32,71,2,3,1,2,0,0,fakepage.co.uk/products
4688,"Warren, Clark and Manning",EU,Greece,3540803721,50653415237652,Paid Search,Google,IP Address,2023-10-14,15:09:16,15,1,2,1,1,0,0,fakepage.co.uk/main
4689,,EU,Gibraltar,7783610006,51543428477015,Paid Search,Google,Known Visitior,2023-10-07,15:16:34,128,10,12,2,10,0,0,fakepage.co.uk/main
4690,Kelly Ltd,EU,Czechia,4457066931,63143092230158,Organic Search,Google,IP Address,2023-09-10,02:13:10,29,1,2,1,1,0,0,fakepage.co.uk/boom
4691,"King, Watson and Jackson",NA,Puerto Rico,9418664743,11521332608452,Paid Search,Bing,Known Visitior,2023-09-30,14:19:45,33,2,3,1,2,0,0,fakepage.co.uk/boom
4692,Perkins PLC,EU,Russian Federation,4971195345,04018594494851,Paid Search,Google,IP Address,2023-07-07,21:15:42,60,1,2,1,1,0,0,fakepage.co.uk/main
4693,"Warren, Walls and Richardson",EU,Ukraine,5251596350,56180281740049,Paid Search,Bing,Known Visitior,2023-02-08,05:45:57,66,2,4,1,2,1,0,fakepage.co.uk/main
4694,,NA,Bermuda,2368988747,95104228637411,Referral,Otherwebsite_placeholder,Known Visitior,2023-04-13,20:59:42,15,12,17,8,5,1,2,fakepage.co.uk/products
4695,Branch-Scott,EU,Croatia,2808747200,28588946815334,Organic Search,Google,Marketo,2023-01-13,07:10:03,54,30,35,12,14,2,2,fakepage.co.uk/aboutus
4696,"Carroll, Caldwell and Wang",EU,Bulgaria,2534351011,86250170414620,Organic Search,Google,IP Address,2023-12-25,01:38:58,68,1,2,1,1,0,0,fakepage.co.uk/boom
4697,"Shepherd, Ellis and Nichols",NA,Saint Kitts and Nevis,8844063351,53361084602136,Paid Search,Google,Marketo,2023-01-15,02:06:05,173,3,6,1,4,1,0,fakepage.co.uk/products
4698,"Sullivan, Beltran and Hoffman",EU,Italy,7305684230,90354229184862,Organic Search,Google,Known Visitior,2023-12-14,02:53:20,137,2,4,1,3,0,0,fakepage.co.uk/products
4699,Randolph-Sanchez,EU,Spain,2908550635,04759220890570,Referral,Partner-site,Known Visitior,2023-09-15,18:01:01,101,2,3,1,2,0,0,fakepage.co.uk/products
4700,Montes-Jones,AS,Macao,1409067106,55326201289100,Organic Search,Google,IP Address,2023-12-11,04:57:31,174,1,2,1,1,0,0,fakepage.co.uk/main
4701,Thomas PLC,EU,Slovenia,7056695755,57796941657098,Paid Search,Google,Known Visitior,2023-11-03,10:20:27,15,10,18,2,12,1,2,fakepage.co.uk/products
4702,,EU,Romania,0666779394,78855224582793,Paid Search,Google,IP Address,2023-03-20,22:23:48,15,1,2,1,1,0,0,fakepage.co.uk/products
4703,Smith Ltd,NA,"Virgin Islands, U.S.",9094036103,31688887598575,Paid Search,Google,IP Address,2023-12-25,09:10:41,92,1,2,1,1,0,0,fakepage.co.uk/boom
4704,Frost LLC,NA,Dominican Republic,1546915247,98233257565389,Organic Search,Google,Known Visitior,2023-11-29,17:24:36,103,2,4,1,3,0,0,fakepage.co.uk/products
4705,Schneider PLC,NA,Martinique,8288262833,73105147804560,Referral,Partner-site,Known Visitior,2023-12-20,14:29:28,15,5,9,1,8,0,0,fakepage.co.uk/products
4706,,AS,"Iran, Islamic Republic of",9033321912,82892739776119,Organic Search,Google,Known Visitior,2023-06-22,21:56:27,52,12,19,7,12,0,0,fakepage.co.uk/aboutus
4707,,EU,Finland,6883958566,00651776988655,Direct,None,Known Visitior,2023-07-30,15:10:48,77,49,62,11,23,1,2,fakepage.co.uk/products
4708,Martinez-Everett,EU,Svalbard and Jan Mayen,1635577900,54280929242235,Email,Newsletter,Known Visitior,2023-04-30,19:33:15,97,16,32,12,19,1,0,fakepage.co.uk/main
4709,,NA,Guatemala,0639807816,37073362086481,Paid Search,Google,IP Address,2023-07-23,01:38:21,140,1,2,1,1,0,0,fakepage.co.uk/main
4710,,NA,"Bonaire, Sint Eustatius and Saba",2603387287,18379547314730,Direct,None,IP Address,2023-07-27,02:40:47,63,1,2,1,1,0,0,fakepage.co.uk/aboutus
4711,Goodwin Ltd,EU,Austria,9064167725,23458822453780,Paid Search,Google,Known Visitior,2023-04-21,03:00:48,15,12,18,8,10,0,0,fakepage.co.uk/main
4712,Johnson-Cole,EU,Slovakia,1273116592,49867269665844,Paid Search,Google,Known Visitior,2023-03-19,09:44:37,106,2,4,1,3,0,0,fakepage.co.uk/aboutus
4713,"Thomas, Martinez and Oneill",NA,Nicaragua,1516757174,40362282061498,Organic Search,Google,Known Visitior,2023-04-23,08:03:00,96,17,20,11,6,3,0,fakepage.co.uk/aboutus
4714,"Castaneda, Flores and Jackson",EU,Austria,4024558529,03334398601301,Organic Search,Google,Known Visitior,2023-12-18,02:52:17,68,22,42,4,31,3,2,fakepage.co.uk/aboutus
4715,"Watkins, Ramos and Welch",NA,Grenada,5762844556,86993311634447,Paid Search,Google,Known Visitior,2023-06-10,13:04:51,23,9,14,5,2,1,1,fakepage.co.uk/products
4716,Conley Inc,AS,Mongolia,4559847940,84324079453717,Organic Search,Bing,IP Address,2023-03-22,05:59:56,145,1,2,1,1,0,0,fakepage.co.uk/products
4717,Bowman-Thompson,EU,San Marino,9342205261,29652913041327,Direct,None,Known Visitior,2023-04-13,14:27:03,34,26,32,12,19,1,0,fakepage.co.uk/products
4718,Davis-Hanson,EU,San Marino,4654085234,14094639807914,Paid Search,Google,IP Address,2023-07-05,04:35:18,129,1,2,1,1,0,0,fakepage.co.uk/products
4719,,EU,Faroe Islands,2830989659,66969411960234,Paid Search,Google,IP Address,2023-09-01,23:54:29,75,1,2,1,1,0,0,fakepage.co.uk/main
4720,Ryan-Howell,AS,Philippines,9555279609,23677209698141,Organic Search,Google,IP Address,2023-09-12,07:02:30,16,1,2,1,1,0,0,fakepage.co.uk/aboutus
4721,,EU,Liechtenstein,9915432183,33402601848140,Paid Search,Bing,IP Address,2023-10-12,12:40:38,124,1,2,1,1,0,0,fakepage.co.uk/products
4722,,AS,Syrian Arab Republic,8003570487,96203615687958,Paid Search,Google,Known Visitior,2023-07-12,06:07:56,70,3,5,1,2,1,1,fakepage.co.uk/main
4723,"White, Rivera and Brewer",AS,"Iran, Islamic Republic of",7502699936,07852001120515,Organic Search,Google,IP Address,2023-11-25,05:16:44,83,1,2,1,1,0,0,fakepage.co.uk/products
4724,"Golden, Ingram and Robles",EU,Bulgaria,4532318527,63848759773953,Direct,None,Marketo,2023-03-01,12:04:51,98,69,118,12,76,2,3,fakepage.co.uk/products
